asset_id,image_path,mask_path,partition,gender_label,confidence_bucket,quality_score,full_hair_score,render_safe_score,render_keep,render_notes
celeba_full_hair_000105,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000105.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000105_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000107,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000107.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000107_mask.png,train,female,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000108,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000108.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000108_mask.png,train,male,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000109,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000109.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000109_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000110,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000110.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000110_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000111,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000111.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000111_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000112,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000112.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000112_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000114,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000114.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000114_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000115,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000115.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000115_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000117,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000117.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000117_mask.png,train,male,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000118,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000118.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000118_mask.png,train,male,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000120,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000120.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000120_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000123,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000123.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000123_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000124,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000124.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000124_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000125,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000125.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000125_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000126,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000126.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000126_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000127,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000127.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000127_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000128,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000128.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000128_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000130,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000130.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000130_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000131,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000131.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000131_mask.png,train,female,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000132,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000132.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000132_mask.png,train,male,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000135,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000135.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000135_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000136,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000136.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000136_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000137,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000137.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000137_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000139,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000139.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000139_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000140,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000140.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000140_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000141,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000141.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000141_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000142,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000142.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000142_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000144,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000144.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000144_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000145,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000145.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000145_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000146,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000146.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000146_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000147,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000147.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000147_mask.png,train,male,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000148,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000148.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000148_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000149,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000149.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000149_mask.png,val,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000151,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000151.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000151_mask.png,val,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000153,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000153.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000153_mask.png,val,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000154,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000154.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000154_mask.png,val,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000157,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000157.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000157_mask.png,val,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000158,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000158.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000158_mask.png,val,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000159,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000159.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000159_mask.png,val,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000160,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000160.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000160_mask.png,val,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000161,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000161.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000161_mask.png,val,male,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000162,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000162.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000162_mask.png,val,female,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000163,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000163.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000163_mask.png,val,male,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000164,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000164.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000164_mask.png,val,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000165,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000165.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000165_mask.png,val,male,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000167,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000167.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000167_mask.png,val,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000168,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000168.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000168_mask.png,val,female,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000171,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000171.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000171_mask.png,val,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000172,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000172.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000172_mask.png,val,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000173,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000173.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000173_mask.png,val,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000174,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000174.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000174_mask.png,val,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000177,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000177.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000177_mask.png,val,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000178,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000178.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000178_mask.png,val,female,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000179,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000179.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000179_mask.png,test,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000181,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000181.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000181_mask.png,test,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000184,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000184.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000184_mask.png,test,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000185,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000185.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000185_mask.png,test,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000186,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000186.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000186_mask.png,test,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000187,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000187.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000187_mask.png,test,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000188,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000188.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000188_mask.png,test,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000189,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000189.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000189_mask.png,test,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000192,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000192.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000192_mask.png,test,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000193,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000193.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000193_mask.png,test,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000194,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000194.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000194_mask.png,test,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000195,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000195.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000195_mask.png,test,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000196,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000196.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000196_mask.png,test,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000197,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000197.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000197_mask.png,test,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000198,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000198.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000198_mask.png,test,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000199,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000199.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000199_mask.png,test,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000200,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000200.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000200_mask.png,test,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000201,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000201.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000201_mask.png,test,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000202,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000202.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000202_mask.png,test,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000203,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000203.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000203_mask.png,test,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000204,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000204.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000204_mask.png,test,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000205,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000205.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000205_mask.png,test,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000206,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000206.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000206_mask.png,test,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000207,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000207.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000207_mask.png,test,female,high,1.0,1.0,1.0,no,codex_visual_review
