asset_id,partition,gender_label,confidence_bucket,quality_score,full_hair_score,render_safe_score,coverage_ratio,bbox_width,bbox_height,crop_width,crop_height,render_safe_candidate,render_safe_flags,image_path,mask_path
celeba_full_hair_000120,train,male,high,1.0,1.0,1.0,0.241573,125,137,165,162,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000120.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000120_mask.png
celeba_full_hair_000123,train,male,high,1.0,1.0,1.0,0.184131,122,154,160,177,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000123.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000123_mask.png
celeba_full_hair_000124,train,male,high,1.0,1.0,1.0,0.261648,147,161,178,187,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000124.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000124_mask.png
celeba_full_hair_000125,train,female,high,1.0,1.0,1.0,0.252706,154,124,178,140,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000125.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000125_mask.png
celeba_full_hair_000126,train,male,high,1.0,1.0,1.0,0.233301,120,131,158,158,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000126.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000126_mask.png
celeba_full_hair_000127,train,male,high,1.0,1.0,1.0,0.24665,154,159,178,182,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000127.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000127_mask.png
celeba_full_hair_000128,train,female,high,1.0,1.0,1.0,0.221189,126,132,163,145,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000128.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000128_mask.png
celeba_full_hair_000130,train,female,high,1.0,1.0,1.0,0.374034,147,197,178,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000130.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000130_mask.png
celeba_full_hair_000135,train,female,high,1.0,1.0,1.0,0.256829,145,160,178,186,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000135.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000135_mask.png
celeba_full_hair_000136,train,female,high,1.0,1.0,1.0,0.240156,140,144,177,171,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000136.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000136_mask.png
celeba_full_hair_000137,train,male,high,1.0,1.0,1.0,0.214566,134,149,168,164,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000137.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000137_mask.png
celeba_full_hair_000139,train,female,high,1.0,1.0,1.0,0.264921,133,199,173,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000139.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000139_mask.png
celeba_full_hair_000140,train,female,high,1.0,1.0,1.0,0.213612,136,144,177,162,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000140.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000140_mask.png
celeba_full_hair_000141,train,male,high,1.0,1.0,1.0,0.208767,136,138,170,162,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000141.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000141_mask.png
celeba_full_hair_000142,train,female,high,1.0,1.0,1.0,0.209179,123,139,161,167,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000142.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000142_mask.png
celeba_full_hair_000144,train,male,high,1.0,1.0,1.0,0.370632,164,188,178,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000144.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000144_mask.png
celeba_full_hair_000145,train,female,high,1.0,1.0,1.0,0.28345,146,152,178,166,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000145.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000145_mask.png
celeba_full_hair_000146,train,male,high,1.0,1.0,1.0,0.305536,130,211,170,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000146.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000146_mask.png
celeba_full_hair_000148,train,male,high,1.0,1.0,1.0,0.238919,125,131,165,146,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000148.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000148_mask.png
celeba_full_hair_000149,val,male,high,1.0,1.0,1.0,0.184749,132,124,164,144,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000149.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000149_mask.png
celeba_full_hair_000151,val,male,high,1.0,1.0,1.0,0.242475,125,202,162,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000151.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000151_mask.png
celeba_full_hair_000153,val,female,high,1.0,1.0,1.0,0.332208,153,203,178,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000153.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000153_mask.png
celeba_full_hair_000154,val,female,high,1.0,1.0,1.0,0.219153,146,185,172,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000154.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000154_mask.png
celeba_full_hair_000157,val,female,high,1.0,1.0,1.0,0.234667,155,159,178,174,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000157.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000157_mask.png
celeba_full_hair_000158,val,male,high,1.0,1.0,1.0,0.214205,125,140,165,155,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000158.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000158_mask.png
celeba_full_hair_000159,val,female,high,1.0,1.0,1.0,0.253608,146,190,178,213,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000159.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000159_mask.png
celeba_full_hair_000160,val,female,high,1.0,1.0,1.0,0.297212,135,204,175,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000160.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000160_mask.png
celeba_full_hair_000164,val,female,high,1.0,1.0,1.0,0.264689,154,137,178,156,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000164.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000164_mask.png
celeba_full_hair_000167,val,female,high,1.0,1.0,1.0,0.349397,162,180,178,198,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000167.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000167_mask.png
celeba_full_hair_000171,val,male,high,1.0,1.0,1.0,0.191192,120,161,158,187,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000171.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000171_mask.png
celeba_full_hair_000172,val,female,high,1.0,1.0,1.0,0.228997,151,143,178,163,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000172.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000172_mask.png
celeba_full_hair_000173,val,female,high,1.0,1.0,1.0,0.253479,143,132,178,155,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000173.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000173_mask.png
celeba_full_hair_000174,val,male,high,1.0,1.0,1.0,0.232811,157,159,178,174,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000174.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000174_mask.png
celeba_full_hair_000177,val,male,high,1.0,1.0,1.0,0.22392,140,125,165,144,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000177.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000177_mask.png
celeba_full_hair_000179,test,female,high,1.0,1.0,1.0,0.187223,136,146,175,157,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000179.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000179_mask.png
celeba_full_hair_000181,test,male,high,1.0,1.0,1.0,0.239589,123,211,161,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000181.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000181_mask.png
celeba_full_hair_000184,test,female,high,1.0,1.0,1.0,0.299351,139,181,174,204,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000184.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000184_mask.png
celeba_full_hair_000185,test,female,high,1.0,1.0,1.0,0.202144,128,134,164,153,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000185.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000185_mask.png
celeba_full_hair_000186,test,female,high,1.0,1.0,1.0,0.234976,152,178,178,192,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000186.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000186_mask.png
celeba_full_hair_000187,test,male,high,1.0,1.0,1.0,0.410035,170,216,178,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000187.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000187_mask.png
celeba_full_hair_000188,test,male,high,1.0,1.0,1.0,0.225235,154,119,178,144,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000188.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000188_mask.png
celeba_full_hair_000189,test,female,high,1.0,1.0,1.0,0.334811,148,166,175,188,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000189.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000189_mask.png
celeba_full_hair_000192,test,female,high,1.0,1.0,1.0,0.266261,130,170,170,199,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000192.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000192_mask.png
celeba_full_hair_000193,test,female,high,1.0,1.0,1.0,0.339011,153,163,178,190,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000193.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000193_mask.png
celeba_full_hair_000194,test,female,high,1.0,1.0,1.0,0.381481,158,176,178,195,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000194.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000194_mask.png
celeba_full_hair_000195,test,female,high,1.0,1.0,1.0,0.24665,137,194,165,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000195.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000195_mask.png
celeba_full_hair_000196,test,female,high,1.0,1.0,1.0,0.310123,146,160,172,186,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000196.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000196_mask.png
celeba_full_hair_000197,test,male,high,1.0,1.0,1.0,0.240774,134,153,170,168,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000197.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000197_mask.png
celeba_full_hair_000198,test,female,high,1.0,1.0,1.0,0.271905,131,209,171,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000198.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000198_mask.png
celeba_full_hair_000199,test,male,high,1.0,1.0,1.0,0.187429,137,158,166,187,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000199.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000199_mask.png
celeba_full_hair_000200,test,female,high,1.0,1.0,1.0,0.308087,153,177,178,196,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000200.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000200_mask.png
celeba_full_hair_000201,test,male,high,1.0,1.0,1.0,0.2132,135,128,170,154,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000201.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000201_mask.png
celeba_full_hair_000202,test,female,high,1.0,1.0,1.0,0.232863,144,187,178,204,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000202.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000202_mask.png
celeba_full_hair_000203,test,female,high,1.0,1.0,1.0,0.317003,145,182,178,204,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000203.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000203_mask.png
celeba_full_hair_000204,test,female,high,1.0,1.0,1.0,0.263298,143,188,173,217,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000204.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000204_mask.png
celeba_full_hair_000205,test,male,high,1.0,1.0,1.0,0.296774,146,143,178,169,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000205.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000205_mask.png
celeba_full_hair_000206,test,male,high,1.0,1.0,1.0,0.270823,127,140,163,166,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000206.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000206_mask.png
celeba_full_hair_000207,test,female,high,1.0,1.0,1.0,0.236702,124,162,162,188,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000207.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000207_mask.png
celeba_full_hair_000208,test,male,high,1.0,1.0,1.0,0.235646,143,146,178,169,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000208.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000208_mask.png
celeba_full_hair_000209,test,male,high,1.0,1.0,1.0,0.286697,144,147,173,171,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000209.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000209_mask.png
celeba_full_hair_000001,train,female,high,1.0,1.0,0.92,0.214617,136,153,164,182,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000001.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000001_mask.png
celeba_full_hair_000019,train,female,high,1.0,1.0,0.92,0.273657,141,204,165,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000019.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000019_mask.png
celeba_full_hair_000033,train,male,high,1.0,1.0,0.92,0.23946,146,146,169,164,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000033.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000033_mask.png
celeba_full_hair_000036,train,male,high,1.0,1.0,0.92,0.171735,124,165,162,201,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000036.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000036_mask.png
celeba_full_hair_000043,train,female,high,1.0,1.0,0.92,0.302237,157,199,178,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000043.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000043_mask.png
celeba_full_hair_000046,train,male,high,1.0,1.0,0.92,0.174389,131,141,165,166,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000046.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000046_mask.png
celeba_full_hair_000054,train,male,high,1.0,1.0,0.92,0.268838,169,215,178,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000054.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000054_mask.png
celeba_full_hair_000067,train,female,high,1.0,1.0,0.92,0.353546,164,178,178,207,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000067.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000067_mask.png
celeba_full_hair_000073,train,male,high,1.0,1.0,0.92,0.226884,141,154,165,180,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000073.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000073_mask.png
celeba_full_hair_000080,train,male,high,1.0,1.0,0.92,0.24147,130,125,156,149,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000080.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000080_mask.png
celeba_full_hair_000087,train,male,high,1.0,1.0,0.92,0.229358,135,173,166,192,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000087.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000087_mask.png
celeba_full_hair_000098,train,female,high,1.0,1.0,0.92,0.241676,134,176,166,206,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000098.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000098_mask.png
