asset_id,image_path,mask_path,gender_label,confidence_bucket,quality_score,review_notes,status
celeba_hair_000168,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000168.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000168_mask.png,male,medium,0.96,codex_visual_review,reviewed_keep
celeba_hair_000169,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000169.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000169_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000170,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000170.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000170_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000171,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000171.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000171_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000174,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000174.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000174_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000178,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000178.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000178_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000180,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000180.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000180_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000181,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000181.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000181_mask.png,male,medium,0.96,codex_visual_review,reviewed_keep
celeba_hair_000185,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000185.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000185_mask.png,male,medium,0.96,codex_visual_review,reviewed_keep
celeba_hair_000186,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000186.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000186_mask.png,male,medium,0.96,codex_visual_review,reviewed_keep
celeba_hair_000187,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000187.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000187_mask.png,male,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000188,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000188.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000188_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000189,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000189.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000189_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000190,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000190.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000190_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000193,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000193.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000193_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000195,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000195.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000195_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000200,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000200.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000200_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000205,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000205.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000205_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000209,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000209.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000209_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000210,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000210.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000210_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000212,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000212.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000212_mask.png,female,medium,0.96,codex_visual_review,reviewed_keep
celeba_hair_000213,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000213.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000213_mask.png,female,medium,0.96,codex_visual_review,reviewed_keep
celeba_hair_000225,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000225.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000225_mask.png,male,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000226,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000226.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000226_mask.png,male,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000227,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000227.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000227_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000231,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000231.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000231_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000232,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000232.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000232_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000233,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000233.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000233_mask.png,male,medium,1.0,codex_visual_review,reviewed_keep
celeba_hair_000235,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000235.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000235_mask.png,male,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000236,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000236.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000236_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000237,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000237.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000237_mask.png,male,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000240,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000240.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000240_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000241,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000241.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000241_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000242,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000242.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000242_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000245,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000245.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000245_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000246,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000246.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000246_mask.png,female,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000249,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000249.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000249_mask.png,male,high,1.0,codex_visual_review,reviewed_keep
celeba_hair_000250,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000250.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000250_mask.png,female,medium,0.96,codex_visual_review,reviewed_keep
