asset_id,image_path,mask_path,gender_label,confidence_bucket,quality_score,suggested_gender,suggested_color,suggested_curl,suggested_bang,source_color_hint,source_texture_hint,source_positive_fields,label_gender,label_length,label_curl,label_bang,label_volume,label_side_hair,label_color,label_style_family,label_notes
celeba_hair_000120,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000120.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000120_mask.png,female,medium,0.96,female,,wavy,,,Wavy_Hair,Wavy_Hair,female,long,wavy,,,full,black,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000123,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000123.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000123_mask.png,male,high,1.0,male,black,straight,,Black_Hair,Straight_Hair,"Male,Black_Hair,Straight_Hair",male,short,straight,,,,black,pompadour,codex_visual_review
celeba_hair_000124,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000124.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000124_mask.png,female,high,1.0,female,black,straight,,Black_Hair,Straight_Hair,"Black_Hair,Straight_Hair,Receding_Hairline",female,long,straight,,,full,black,center_part,codex_visual_review
celeba_hair_000127,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000127.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000127_mask.png,male,medium,1.0,male,gray,,,Gray_Hair,,"Male,Gray_Hair,Receding_Hairline",male,short,straight,,,,gray,pompadour,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000128,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000128.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000128_mask.png,male,medium,1.0,male,blonde,straight,,Blond_Hair,Straight_Hair,"Male,Blond_Hair,Straight_Hair",male,short,straight,,,,blonde,pompadour,codex_visual_review
celeba_hair_000131,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000131.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000131_mask.png,male,medium,0.96,male,,straight,,,Straight_Hair,"Male,Straight_Hair",male,short,straight,,,,black,side_part,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000132,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000132.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000132_mask.png,male,medium,0.96,male,black,,,Black_Hair,,"Male,Black_Hair",male,short,straight,,,,black,side_part,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000133,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000133.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000133_mask.png,female,medium,0.96,female,,wavy,,,Wavy_Hair,Wavy_Hair,female,long,wavy,,,full,brown,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000134,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000134.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000134_mask.png,female,high,1.0,female,black,,,Black_Hair,,Black_Hair,female,long,straight,,,full,black,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000138,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000138.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000138_mask.png,female,high,1.0,female,blonde,straight,bangs,Blond_Hair,Straight_Hair,"Bangs,Blond_Hair,Straight_Hair",female,short,straight,,,,blonde,side_part,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000141,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000141.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000141_mask.png,male,high,1.0,male,,straight,,,Straight_Hair,"Male,Straight_Hair",male,short,straight,,,,black,pompadour,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000142,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000142.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000142_mask.png,female,high,1.0,female,black,straight,bangs,Black_Hair,Straight_Hair,"Bangs,Black_Hair,Straight_Hair",female,long,straight,side_bangs,,full,black,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000148,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000148.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000148_mask.png,female,high,1.0,female,,wavy,,,Wavy_Hair,Wavy_Hair,female,long,wavy,,,full,brown,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000149,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000149.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000149_mask.png,female,medium,0.96,female,brown,wavy,bangs,Brown_Hair,Wavy_Hair,"Bangs,Brown_Hair,Wavy_Hair",female,long,wavy,,high,full,brown,long_layered,codex_visual_review
celeba_hair_000152,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000152.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000152_mask.png,female,medium,1.0,female,brown,wavy,bangs,Brown_Hair,Wavy_Hair,"Bangs,Brown_Hair,Wavy_Hair",female,short,wavy,,,partial,brown,side_part,codex_visual_review
celeba_hair_000153,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000153.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000153_mask.png,female,high,1.0,female,black,wavy,bangs,Black_Hair,Wavy_Hair,"Bangs,Black_Hair,Wavy_Hair",female,short,wavy,,,partial,black,side_part,codex_visual_review
celeba_hair_000154,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000154.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000154_mask.png,female,high,1.0,female,brown,straight,,Brown_Hair,Straight_Hair,"Brown_Hair,Straight_Hair",female,long,straight,,,full,brown,center_part,codex_visual_review
celeba_hair_000157,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000157.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000157_mask.png,female,medium,0.96,female,,wavy,,,Wavy_Hair,Wavy_Hair,female,long,wavy,,high,full,blonde,updo,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000161,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000161.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000161_mask.png,male,high,1.0,male,black,wavy,,Black_Hair,Wavy_Hair,"Male,Black_Hair,Brown_Hair,Wavy_Hair",male,short,curly,,,,black,curly_crop,codex_visual_review
celeba_hair_000163,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000163.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000163_mask.png,female,medium,0.96,female,brown,wavy,,Brown_Hair,Wavy_Hair,"Brown_Hair,Wavy_Hair",female,long,wavy,,,full,brown,long_layered,codex_visual_review
celeba_hair_000164,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000164.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000164_mask.png,female,medium,1.0,female,,straight,,,Straight_Hair,Straight_Hair,female,short,straight,,,,black,side_part,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000168,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000168.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000168_mask.png,male,medium,0.96,male,black,straight,,Black_Hair,Straight_Hair,"Male,Black_Hair,Straight_Hair",male,short,straight,,,,black,pompadour,codex_visual_review
celeba_hair_000169,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000169.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000169_mask.png,female,high,1.0,female,blonde,wavy,,Blond_Hair,Wavy_Hair,"Blond_Hair,Wavy_Hair",female,long,wavy,,high,full,blonde,bob,codex_visual_review
celeba_hair_000170,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000170.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000170_mask.png,female,high,1.0,female,black,straight,,Black_Hair,Straight_Hair,"Black_Hair,Straight_Hair,Receding_Hairline",female,long,straight,,,full,black,bob,codex_visual_review
celeba_hair_000171,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000171.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000171_mask.png,female,high,1.0,female,,wavy,,,Wavy_Hair,Wavy_Hair,female,long,wavy,,,full,brown,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000174,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000174.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000174_mask.png,female,high,1.0,female,brown,wavy,,Brown_Hair,Wavy_Hair,"Brown_Hair,Wavy_Hair",female,long,wavy,,,full,brown,bob,codex_visual_review
celeba_hair_000178,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000178.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000178_mask.png,female,high,1.0,female,blonde,,,Blond_Hair,,Blond_Hair,female,short,straight,,,,blonde,pompadour,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000180,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000180.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000180_mask.png,female,high,1.0,female,brown,wavy,,Brown_Hair,Wavy_Hair,"Brown_Hair,Wavy_Hair",female,short,curly,,high,,brown,curly_crop,codex_visual_review
celeba_hair_000181,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000181.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000181_mask.png,male,medium,0.96,male,brown,,,Brown_Hair,,"Male,Brown_Hair,Receding_Hairline",male,short,wavy,,,,brown,pompadour,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000185,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000185.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000185_mask.png,male,medium,0.96,male,,straight,,,Straight_Hair,"Male,Straight_Hair",male,short,straight,,,,brown,pompadour,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000186,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000186.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000186_mask.png,male,medium,0.96,male,black,straight,,Black_Hair,Straight_Hair,"Male,Black_Hair,Straight_Hair",male,short,straight,,,,black,side_part,codex_visual_review
celeba_hair_000187,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000187.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000187_mask.png,male,high,1.0,male,black,,,Black_Hair,,"Male,Black_Hair,Receding_Hairline",male,short,straight,,,,black,side_part,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000188,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000188.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000188_mask.png,female,high,1.0,female,,wavy,,,Wavy_Hair,Wavy_Hair,female,long,wavy,,,full,brown,center_part,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000189,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000189.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000189_mask.png,female,high,1.0,female,blonde,wavy,,Blond_Hair,Wavy_Hair,"Blond_Hair,Wavy_Hair",female,long,wavy,,high,full,blonde,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000190,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000190.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000190_mask.png,female,high,1.0,female,blonde,wavy,,Blond_Hair,Wavy_Hair,"Blond_Hair,Wavy_Hair",female,long,wavy,,,full,blonde,bob,codex_visual_review
celeba_hair_000193,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000193.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000193_mask.png,female,high,1.0,female,blonde,wavy,,Blond_Hair,Wavy_Hair,"Blond_Hair,Wavy_Hair",female,long,wavy,,,full,blonde,long_layered,codex_visual_review
celeba_hair_000195,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000195.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000195_mask.png,female,high,1.0,female,brown,straight,,Brown_Hair,Straight_Hair,"Brown_Hair,Straight_Hair",female,long,straight,,,full,brown,long_layered,codex_visual_review
celeba_hair_000200,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000200.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000200_mask.png,female,high,1.0,female,black,straight,,Black_Hair,Straight_Hair,"Black_Hair,Straight_Hair",female,long,straight,,,full,black,long_layered,codex_visual_review
celeba_hair_000205,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000205.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000205_mask.png,female,high,1.0,female,black,wavy,,Black_Hair,Wavy_Hair,"Black_Hair,Wavy_Hair,Receding_Hairline",female,long,wavy,,,full,black,center_part,codex_visual_review
celeba_hair_000209,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000209.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000209_mask.png,female,high,1.0,female,brown,wavy,,Brown_Hair,Wavy_Hair,"Brown_Hair,Wavy_Hair",female,long,wavy,,,full,brown,long_layered,codex_visual_review
celeba_hair_000210,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000210.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000210_mask.png,female,high,1.0,female,black,wavy,,Black_Hair,Wavy_Hair,"Black_Hair,Wavy_Hair",female,long,wavy,,,full,black,center_part,codex_visual_review
celeba_hair_000212,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000212.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000212_mask.png,female,medium,0.96,female,blonde,wavy,,Blond_Hair,Wavy_Hair,"Blond_Hair,Wavy_Hair",female,long,wavy,,,full,blonde,bob,codex_visual_review
celeba_hair_000213,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000213.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000213_mask.png,female,medium,0.96,female,brown,straight,,Brown_Hair,Straight_Hair,"Brown_Hair,Straight_Hair",female,long,straight,,,full,brown,bob,codex_visual_review
celeba_hair_000225,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000225.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000225_mask.png,male,high,1.0,male,,wavy,,,Wavy_Hair,"Male,Wavy_Hair",male,short,wavy,,,,black,pompadour,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000226,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000226.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000226_mask.png,male,high,1.0,male,blonde,straight,,Blond_Hair,Straight_Hair,"Male,Blond_Hair,Brown_Hair,Straight_Hair",male,short,straight,,,,blonde,pompadour,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000227,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000227.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000227_mask.png,female,high,1.0,female,blonde,wavy,,Blond_Hair,Wavy_Hair,"Blond_Hair,Wavy_Hair",female,long,wavy,,high,full,blonde,long_layered,codex_visual_review
celeba_hair_000231,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000231.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000231_mask.png,female,high,1.0,female,black,,,Black_Hair,,Black_Hair,female,long,straight,,,full,black,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000232,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000232.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000232_mask.png,female,high,1.0,female,brown,wavy,,Brown_Hair,Wavy_Hair,"Brown_Hair,Wavy_Hair",female,short,wavy,,high,,brown,bob,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000233,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000233.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000233_mask.png,male,medium,1.0,male,brown,wavy,,Brown_Hair,Wavy_Hair,"Male,Brown_Hair,Wavy_Hair",male,short,wavy,,,,brown,center_part,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000235,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000235.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000235_mask.png,male,high,1.0,male,black,,,Black_Hair,,"Male,Black_Hair,Brown_Hair",male,short,straight,,,,black,pompadour,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000236,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000236.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000236_mask.png,female,high,1.0,female,brown,wavy,,Brown_Hair,Wavy_Hair,"Brown_Hair,Wavy_Hair",female,long,wavy,,high,full,brown,long_layered,codex_visual_review
celeba_hair_000237,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000237.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000237_mask.png,male,high,1.0,male,black,,,Black_Hair,,"Male,Black_Hair",male,short,straight,,,,black,pompadour,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000240,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000240.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000240_mask.png,female,high,1.0,female,,wavy,,,Wavy_Hair,Wavy_Hair,female,long,wavy,,,full,gray,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000241,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000241.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000241_mask.png,female,high,1.0,female,brown,straight,bangs,Brown_Hair,Straight_Hair,"Bangs,Brown_Hair,Straight_Hair",female,long,straight,full_bangs,,full,brown,bob,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000242,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000242.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000242_mask.png,female,high,1.0,female,brown,straight,,Brown_Hair,Straight_Hair,"Brown_Hair,Straight_Hair",female,long,straight,,,full,brown,bob,codex_visual_review
celeba_hair_000245,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000245.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000245_mask.png,female,high,1.0,female,black,,bangs,Black_Hair,,"Bangs,Black_Hair",female,long,straight,full_bangs,,full,black,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000246,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000246.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000246_mask.png,female,high,1.0,female,,wavy,,,Wavy_Hair,Wavy_Hair,female,long,wavy,,,full,brown,long_layered,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000249,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000249.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000249_mask.png,male,high,1.0,male,black,,,Black_Hair,,"Male,Black_Hair",male,short,straight,,,,black,pompadour,codex_visual_review; ai_review_completed_key_fields
celeba_hair_000250,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\images\celeba_hair_000250.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_hair_rich_assets\masks\celeba_hair_000250_mask.png,female,medium,0.96,female,blonde,,,Blond_Hair,,Blond_Hair,female,long,straight,,,full,blonde,long_layered,codex_visual_review; ai_review_completed_key_fields
